time,price,d_mid,executed,bucket
2024-01-22,16.78,0.9987612962722778,False,>0.8
2024-01-23,16.81,0.9980481863021851,False,>0.8
2024-06-18,18.96,0.9993662238121033,False,>0.8
2024-07-01,17.44,0.9874694347381592,False,>0.8
2024-07-02,17.53,0.9917507767677307,False,>0.8
2024-11-04,15.23,0.9974068999290466,False,>0.8
2024-11-05,15.51,0.999146580696106,False,>0.8
2024-11-07,13.65,0.9957564473152161,False,>0.8
2024-11-08,13.6,0.9950881600379944,False,>0.8
2024-11-11,13.89,0.9957239627838135,False,>0.8
2025-01-23,11.53,0.9949722290039062,False,>0.8
